Vardas              Pavarde              Galutinis
Vardas9728          Pavarde9728               4.20
Vardas9729          Pavarde9729               8.08
Vardas9730          Pavarde9730               7.68
Vardas9731          Pavarde9731               4.96
Vardas9732          Pavarde9732               3.48
Vardas9733          Pavarde9733               6.16
Vardas9734          Pavarde9734               6.00
Vardas9735          Pavarde9735               7.04
Vardas9736          Pavarde9736               6.64
Vardas9737          Pavarde9737               5.96
Vardas9738          Pavarde9738               7.32
Vardas9739          Pavarde9739               5.76
Vardas9740          Pavarde9740               3.40
Vardas9741          Pavarde9741               7.56
Vardas9742          Pavarde9742               3.20
Vardas9743          Pavarde9743               6.32
Vardas9744          Pavarde9744               4.92
Vardas9745          Pavarde9745               5.08
Vardas9746          Pavarde9746               6.16
Vardas9747          Pavarde9747               6.16
Vardas9748          Pavarde9748               7.44
Vardas9749          Pavarde9749               3.44
Vardas9750          Pavarde9750               3.24
Vardas9751          Pavarde9751               6.56
Vardas9752          Pavarde9752               6.80
Vardas9753          Pavarde9753               5.92
Vardas9754          Pavarde9754               3.36
Vardas9755          Pavarde9755               3.28
Vardas9756          Pavarde9756               4.92
Vardas9757          Pavarde9757               6.92
Vardas9758          Pavarde9758               3.68
Vardas9759          Pavarde9759               7.80
Vardas9760          Pavarde9760               6.92
Vardas9761          Pavarde9761               1.88
Vardas9762          Pavarde9762               7.12
Vardas9763          Pavarde9763               5.96
Vardas9764          Pavarde9764               3.64
Vardas9765          Pavarde9765               7.60
Vardas9766          Pavarde9766               4.52
Vardas9767          Pavarde9767               8.52
Vardas9768          Pavarde9768               5.04
Vardas9769          Pavarde9769               2.56
Vardas9770          Pavarde9770               6.04
Vardas9771          Pavarde9771               6.24
Vardas9772          Pavarde9772               2.76
Vardas9773          Pavarde9773               8.00
Vardas9774          Pavarde9774               6.28
Vardas9775          Pavarde9775               7.28
Vardas9776          Pavarde9776               5.76
Vardas9777          Pavarde9777               6.12
Vardas9778          Pavarde9778               7.20
Vardas9779          Pavarde9779               7.60
Vardas9780          Pavarde9780               3.60
Vardas9781          Pavarde9781               8.72
Vardas9782          Pavarde9782               7.28
Vardas9783          Pavarde9783               7.52
Vardas9784          Pavarde9784               5.04
Vardas9785          Pavarde9785               5.04
Vardas9786          Pavarde9786               7.92
Vardas9787          Pavarde9787               3.12
Vardas9788          Pavarde9788               7.12
Vardas9789          Pavarde9789               4.84
Vardas9790          Pavarde9790               4.84
Vardas9791          Pavarde9791               7.80
Vardas9792          Pavarde9792               6.04
Vardas9793          Pavarde9793               5.24
Vardas9794          Pavarde9794               7.60
Vardas9795          Pavarde9795               5.88
Vardas9796          Pavarde9796               7.04
Vardas9797          Pavarde9797               6.68
Vardas9798          Pavarde9798               4.04
Vardas9799          Pavarde9799               3.48
Vardas9800          Pavarde9800               4.24
Vardas9801          Pavarde9801               4.28
Vardas9802          Pavarde9802               4.36
Vardas9803          Pavarde9803               3.84
Vardas9804          Pavarde9804               2.32
Vardas9805          Pavarde9805               6.24
Vardas9806          Pavarde9806               5.64
Vardas9807          Pavarde9807               3.60
Vardas9808          Pavarde9808               7.40
Vardas9809          Pavarde9809               4.28
Vardas9810          Pavarde9810               4.96
Vardas9811          Pavarde9811               3.60
Vardas9812          Pavarde9812               3.40
Vardas9813          Pavarde9813               2.92
Vardas9814          Pavarde9814               4.44
Vardas9815          Pavarde9815               7.28
Vardas9816          Pavarde9816               3.88
Vardas9817          Pavarde9817               4.96
Vardas9818          Pavarde9818               3.72
Vardas9819          Pavarde9819               8.44
Vardas9820          Pavarde9820               5.32
Vardas9821          Pavarde9821               7.48
Vardas9822          Pavarde9822               8.60
Vardas9823          Pavarde9823               2.28
Vardas9824          Pavarde9824               7.84
Vardas9825          Pavarde9825               2.88
Vardas9826          Pavarde9826               5.08
Vardas9827          Pavarde9827               4.04
Vardas9828          Pavarde9828               5.76
Vardas9829          Pavarde9829               5.20
Vardas9830          Pavarde9830               7.00
Vardas9831          Pavarde9831               4.84
Vardas9832          Pavarde9832               8.16
Vardas9833          Pavarde9833               6.64
Vardas9834          Pavarde9834               3.84
Vardas9835          Pavarde9835               7.56
Vardas9836          Pavarde9836               8.56
Vardas9837          Pavarde9837               2.92
Vardas9838          Pavarde9838               3.04
Vardas9839          Pavarde9839               6.28
Vardas9840          Pavarde9840               7.40
Vardas9841          Pavarde9841               3.80
Vardas9842          Pavarde9842               3.12
Vardas9843          Pavarde9843               6.88
Vardas9844          Pavarde9844               7.08
Vardas9845          Pavarde9845               8.08
Vardas9846          Pavarde9846               8.52
Vardas9847          Pavarde9847               3.56
Vardas9848          Pavarde9848               8.44
Vardas9849          Pavarde9849               5.96
Vardas9850          Pavarde9850               2.80
Vardas9851          Pavarde9851               7.84
Vardas9852          Pavarde9852               3.32
Vardas9853          Pavarde9853               2.96
Vardas9854          Pavarde9854               2.80
Vardas9855          Pavarde9855               3.68
Vardas9856          Pavarde9856               5.24
Vardas9857          Pavarde9857               7.48
Vardas9858          Pavarde9858               5.20
Vardas9859          Pavarde9859               7.92
Vardas9860          Pavarde9860               7.32
Vardas9861          Pavarde9861               5.72
Vardas9862          Pavarde9862               5.96
Vardas9863          Pavarde9863               2.00
Vardas9864          Pavarde9864               4.72
Vardas9865          Pavarde9865               7.08
Vardas9866          Pavarde9866               3.44
Vardas9867          Pavarde9867               5.68
Vardas9868          Pavarde9868               4.52
Vardas9869          Pavarde9869               3.00
Vardas9870          Pavarde9870               5.16
Vardas9871          Pavarde9871               8.16
Vardas9872          Pavarde9872               5.08
Vardas9873          Pavarde9873               7.72
Vardas9874          Pavarde9874               5.08
Vardas9875          Pavarde9875               5.88
